codpos;localidad;provincia;codpro;subcodpos
1000;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1001;CAPITAL FEDERAL;C.A.B.A.;1;0
1001;ALEM LEANDRO N. AVDA.(00501-01200);C.A.B.A.;1;1
1001;DE LAS CATALINAS(00201-00300);C.A.B.A.;1;2
1001;DEL LIBERTADOR AVDA.(00001-01000);C.A.B.A.;1;3
1001;DELLA PAOLERA(00201-00300);C.A.B.A.;1;4
1001;ROJAS RICARDO DR.(00401-00500);C.A.B.A.;1;5
1002;25 DE MAYO(00001-00800);C.A.B.A.;1;1
1002;RIVADAVIA AVDA.(00201-01000);C.A.B.A.;1;2
1003;ALEM LEANDRO N. AVDA.(00001-00500);C.A.B.A.;1;1
1003;RECONQUISTA(00001-01200);C.A.B.A.;1;2
1004;SAN MARTIN(00001-01200);C.A.B.A.;1;1
1005;C.A.B.A.;C.A.B.A.;1;0
1005;FLORIDA(00001-01100);C.A.B.A.;1;1
1005;GUEMES GALERIA( S/N -00000);C.A.B.A.;1;2
1006;BASAVILBASO(01201-01400);C.A.B.A.;1;1
1006;MAIPU(00301-01300);C.A.B.A.;1;2
1007;ARROYO(00801-01200);C.A.B.A.;1;1
1007;ESMERALDA(00401-01400);C.A.B.A.;1;2
1008;SUIPACHA(00001-01200);C.A.B.A.;1;1
1009;CARABELAS(00201-00400);C.A.B.A.;1;1
1009;PELLEGRINI CARLOS(00001-01300);C.A.B.A.;1;2
1010;ARMAUER HANSEN GERARDO DR.(S/N-00000);C.A.B.A.;1;1
1010;CERRITO(00001-01600);C.A.B.A.;1;2
1011;PELLEGRINI CARLOS(01301-01600);C.A.B.A.;1;1
1011;POSADAS(01001-01500);C.A.B.A.;1;2
1011;SUIPACHA(01201-01500);C.A.B.A.;1;3
1012;LIBERTAD(00001-01300);C.A.B.A.;1;1
1013;TALCAHUANO(00001-01200);C.A.B.A.;1;1
1014;ALVEAR AVDA.(01301-01800);C.A.B.A.;1;1
1014;PARERA(00001-00200);C.A.B.A.;1;2
1014;QUINTANA PRESIDENTE AVDA.(00001-00400);C.A.B.A.;1;3
1014;TALCAHUANO(01201-01300);C.A.B.A.;1;4
1015;RIVAROLA RODOLFO DR.(00101-00200);C.A.B.A.;1;1
1015;URUGUAY(00001-01000);C.A.B.A.;1;2
1016;GUIDO(01501-01800);C.A.B.A.;1;1
1016;LIBERTAD(01301-01700);C.A.B.A.;1;2
1016;URUGUAY(01001-01400);C.A.B.A.;1;3
1017;PARANA(00001-01000);C.A.B.A.;1;1
1018;LAS HERAS GENERAL AVDA.(01601-01800);C.A.B.A.;1;1
1018;LOPEZ VICENTE(01601-01800);C.A.B.A.;1;2
1018;MONTEVIDEO(01201-01600);C.A.B.A.;1;3
1018;PARANA(01001-01400);C.A.B.A.;1;4
1019;DEL CARMEN(00701-00800);C.A.B.A.;1;1
1019;MONTEVIDEO(00001-01200);C.A.B.A.;1;2
1020;DELLEPIANE LUIS(00601-00700);C.A.B.A.;1;1
1020;PIZZURNO(00901-01000);C.A.B.A.;1;2
1020;RODRIGUEZ PENA(00001-01200);C.A.B.A.;1;3
1021;MONTEVIDEO(01601-02000);C.A.B.A.;1;1
1021;RODRIGUEZ PENA(01201-02100);C.A.B.A.;1;2
1022;CALLAO AVDA.(00001-00700);C.A.B.A.;1;1
1023;CALLAO AVDA.(00701-01400);C.A.B.A.;1;1
1024;CALLAO AVDA.(01401-02200);C.A.B.A.;1;1
1025;AYACUCHO(00001-00400);C.A.B.A.;1;1
1025;RIOBAMBA(00001-00800);C.A.B.A.;1;2
1026;AYACUCHO(00401-00800);C.A.B.A.;1;1
1026;JUNIN(00001-00800);C.A.B.A.;1;2
1027;URIBURU JOSE EVARISTO PRESIDENTE(00001-00800);C.A.B.A.;1;1
1028;PASTEUR(00001-00800);C.A.B.A.;1;1
1029;AZCUENAGA(00001-00800);C.A.B.A.;1;1
1030;LARREA(00001-00800);C.A.B.A.;1;1
1031;CASTELLI(00001-00200);C.A.B.A.;1;1
1031;PASO(00001-00800);C.A.B.A.;1;2
1032;CASTELLI(00201-00400);C.A.B.A.;1;1
1032;PUEYRREDON AVDA.(00001-01000);C.A.B.A.;1;2
1033;RIVADAVIA AVDA.(01001-02100);C.A.B.A.;1;1
1034;COLOMBO CARLOS AMBROSIO PASAJE( S/N -00000);C.A.B.A.;1;1
1034;HUERGO PASAJE( S/N -00000);C.A.B.A.;1;2
1034;RIVADAVIA AVDA.(02101-02800);C.A.B.A.;1;3
1035;DIAGONAL NORTE(00501-01300);C.A.B.A.;1;1
1035;ESMERALDA(00001-00400);C.A.B.A.;1;2
1035;SAENZ PENA ROQUE AVDA. PTE.(00501-01300);C.A.B.A.;1;3
1036;MITRE BARTOLOME(00101-01400);C.A.B.A.;1;1
1037;DE LA PIEDAD PASAJE(00001-00100);C.A.B.A.;1;1
1037;MITRE BARTOLOME(01401-01800);C.A.B.A.;1;2
1037;PERON JUAN DOMINGO TTE. GRAL.(01401-01800);C.A.B.A.;1;3
1038;PERON JUAN DOMINGO TTE. GRAL.(00001-01400);C.A.B.A.;1;1
1039;MITRE BARTOLOME(01801-02800);C.A.B.A.;1;1
1040;PERON JUAN DOMINGO TTE. GRAL.(01801-02800);C.A.B.A.;1;1
1041;SARMIENTO(00001-01400);C.A.B.A.;1;1
1042;CORRIENTES AVDA.(01401-01800);C.A.B.A.;1;1
1042;SARMIENTO(01401-01800);C.A.B.A.;1;2
1043;CORRIENTES AVDA.(00001-01400);C.A.B.A.;1;1
1043;GALERIA J.DE GARAY(SUBS.OBELISCO)(S/N-00000);C.A.B.A.;1;2
1043;GALERIA OBELISCO(SUBS.OBELISCO)(S/N-00000);C.A.B.A.;1;3
1043;NEWTON FAUSTO R.ING.(PJE SUBTER)(S/N-00000);C.A.B.A.;1;4
1044;SARMIENTO(01801-02500);C.A.B.A.;1;1
1045;CORRIENTES AVDA.(01801-02200);C.A.B.A.;1;1
1045;SARMIENTO(02501-02800);C.A.B.A.;1;2
1046;CORRIENTES AVDA.(02201-02800);C.A.B.A.;1;1
1046;GOMEZ VALENTIN(02601-02800);C.A.B.A.;1;2
1047;LAVALLE(00001-01000);C.A.B.A.;1;1
1048;LAVALLE(01001-01800);C.A.B.A.;1;1
1049;TUCUMAN(00001-01300);C.A.B.A.;1;1
1050;TUCUMAN(01301-02200);C.A.B.A.;1;1
1051;LAVALLE(01801-02300);C.A.B.A.;1;1
1051;RAUCH(01801-01900);C.A.B.A.;1;2
1051;TUCUMAN(02201-02400);C.A.B.A.;1;3
1051;PASAJE SANTOS DISCEPOLO(01801-01900);C.A.B.A.;1;4
1052;LAVALLE(02301-02700);C.A.B.A.;1;1
1052;TUCUMAN(02401-02700);C.A.B.A.;1;2
1053;TOSCANINI ARTURO(01101-01200);C.A.B.A.;1;1
1053;VIAMONTE(00001-01400);C.A.B.A.;1;2
1054;CORDOBA AVDA.(00101-01000);C.A.B.A.;1;1
1054;TRES SARGENTOS(00301-00500);C.A.B.A.;1;2
1055;CORDOBA AVDA.(01001-01800);C.A.B.A.;1;1
1055;VIAMONTE(01401-01800);C.A.B.A.;1;2
1056;SAN LUIS(02401-02700);C.A.B.A.;1;1
1056;VIAMONTE(01801-02700);C.A.B.A.;1;2
1057;PARAGUAY(00301-01400);C.A.B.A.;1;1
1058;ALVEAR MARCELO T. DE(00301-01400);C.A.B.A.;1;1
1059;CABRAL SARGENTO(00801-00900);C.A.B.A.;1;1
1059;SANTA FE AVDA.(00601-01400);C.A.B.A.;1;2
1060;ALVEAR MARCELO T. DE(01401-01800);C.A.B.A.;1;1
1060;SANTA FE AVDA.(01401-01800);C.A.B.A.;1;2
1061;ARENALES(00701-01800);C.A.B.A.;1;1
1061;PARAGUAY(01401-01600);C.A.B.A.;1;2
1062;JUNCAL(00601-01800);C.A.B.A.;1;1
1062;PARAGUAY(01601-01800);C.A.B.A.;1;2
1063;BRASIL(00001-00200);C.A.B.A.;1;1
1063;GARAY JUAN DE AVDA.(00001-00200);C.A.B.A.;1;2
1063;PASEO COLON AVDA.(00001-01700);C.A.B.A.;1;3
1064;5 DE JULIO(00401-00500);C.A.B.A.;1;1
1064;BALCARCE(00001-01200);C.A.B.A.;1;2
1064;COCHABAMBA(00001-00200);C.A.B.A.;1;3
1064;GIUFFRA JOSE MODESTO DR.(00201-00400);C.A.B.A.;1;4
1064;SAN JUAN AVDA.(00001-00200);C.A.B.A.;1;5
1064;SAN LORENZO(00201-00400);C.A.B.A.;1;6
1065;DEFENSA(00101-01200);C.A.B.A.;1;1
1066;BOLIVAR(00001-01200);C.A.B.A.;1;1
1067;DIAGONAL SUD(00501-00800);C.A.B.A.;1;1
1067;PERU(00001-00500);C.A.B.A.;1;2
1067;ROCA JULIO A.PRESIDENTE AVDA.(00501-00800);C.A.B.A.;1;3
1068;PERU(00501-01200);C.A.B.A.;1;1
1069;CHACABUCO(00001-01200);C.A.B.A.;1;1
1070;PIEDRAS(00001-01200);C.A.B.A.;1;1
1071;TACUARI(00001-01200);C.A.B.A.;1;1
1072;IRIGOYEN BERNARDO DE(00001-01200);C.A.B.A.;1;1
1073;LIMA(00001-01200);C.A.B.A.;1;1
1073;AV. 9 DE JULIO(00000-99999);C.A.B.A.;1;2
1074;SALTA(00001-01200);C.A.B.A.;1;1
1075;SANTIAGO DEL ESTERO(00001-01200);C.A.B.A.;1;1
1076;SAN JOSE(00001-01200);C.A.B.A.;1;1
1077;CEVALLOS VIRREY(00001-01200);C.A.B.A.;1;1
1077;VIRREY CEVALLOS(00000-00000);C.A.B.A.;1;2
1078;SOLIS(00101-01200);C.A.B.A.;1;1
1079;COMBATE DE LOS POZOS(00001-00200);C.A.B.A.;1;1
1079;ENTRE RIOS AVDA.(00001-00600);C.A.B.A.;1;2
1080;COMBATE DE LOS POZOS(00201-00500);C.A.B.A.;1;1
1080;ENTRE RIOS AVDA.(00601-01200);C.A.B.A.;1;2
1081;PASCO(00001-00500);C.A.B.A.;1;1
1081;RINCON(00001-00500);C.A.B.A.;1;2
1081;SARANDI(00001-00500);C.A.B.A.;1;3
1082;ALBERTI(00001-00500);C.A.B.A.;1;1
1082;MATHEU(00001-00400);C.A.B.A.;1;2
1082;PICHINCHA(00001-00500);C.A.B.A.;1;3
1083;JUJUY(00001-00500);C.A.B.A.;1;1
1083;MISIONES(00001-00400);C.A.B.A.;1;2
1083;SAAVEDRA(00001-00500);C.A.B.A.;1;3
1084;DE MAYO AVDA.(00501-01000);C.A.B.A.;1;1
1084;MAIPU(00001-00300);C.A.B.A.;1;2
1084;ROVERANO PASAJE( S/N -00000);C.A.B.A.;1;3
1085;BAROLO PASAJE(S/N -00000);C.A.B.A.;1;1
1085;DE MAYO AVDA.(01001-01500);C.A.B.A.;1;2
1086;YRIGOYEN HIPOLITO(00201-01400);C.A.B.A.;1;1
1087;ALSINA ADOLFO(00201-00900);C.A.B.A.;1;1
1088;ALSINA ADOLFO(00901-01800);C.A.B.A.;1;1
1089;YRIGOYEN HIPOLITO(01401-02500);C.A.B.A.;1;1
1090;ALSINA ADOLFO(01801-02800);C.A.B.A.;1;1
1090;YRIGOYEN HIPOLITO(02501-02800);C.A.B.A.;1;2
1091;MORENO(00001-01400);C.A.B.A.;1;1
1092;BELGRANO AVDA.(00001-01200);C.A.B.A.;1;1
1093;BELGRANO AVDA.(01201-01800);C.A.B.A.;1;1
1093;MORENO(01401-01800);C.A.B.A.;1;2
1094;BELGRANO AVDA.(01801-02300);C.A.B.A.;1;1
1094;MORENO(01801-02800);C.A.B.A.;1;2
1095;VENEZUELA(00001-01600);C.A.B.A.;1;1
1096;BELGRANO AVDA.(02301-02800);C.A.B.A.;1;1
1096;VENEZUELA(01601-02700);C.A.B.A.;1;2
1097;MEXICO(00001-01600);C.A.B.A.;1;1
1098;CHILE(00001-01500);C.A.B.A.;1;1
1099;INDEPENDENCIA AVDA.(00001-01300);C.A.B.A.;1;1
1100;CHILE(01501-01800);C.A.B.A.;1;1
1100;INDEPENDENCIA AVDA.(01301-01800);C.A.B.A.;1;2
1100;MEXICO(01601-01800);C.A.B.A.;1;3
1101;ESTADOS UNIDOS(00001-01800);C.A.B.A.;1;1
1102;CALVO CARLOS(00001-01800);C.A.B.A.;1;1
1103;BETHLEM(00401-00500);C.A.B.A.;1;1
1103;DE LA FERIA(01001-01100);C.A.B.A.;1;2
1103;HUMBERTO I(00001-01800);C.A.B.A.;1;3
1104;ANTARTIDA ARGENTINA AVDA.PUERTO(S/N-00000);C.A.B.A.;1;1
1104;ANTEPUERTO AVDA.PUERTO(S/N-00000);C.A.B.A.;1;2
1104;CASTILLO RAMON S. PRESIDENTE( S/N -00000);C.A.B.A.;1;3
1104;CORBETA URUGUAY( S/N -00000);C.A.B.A.;1;4
1104;DE LOS INMIGRANTES AVDA.(01801-02600);C.A.B.A.;1;5
1104;EDISON TOMAS A.AVDA.(ZONA PUERTO)(S/N-00000);C.A.B.A.;1;6
1104;FELS PABLO CABO( S/N -00000);C.A.B.A.;1;7
1104;GENDARMERIA NACIONAL( S/N -00000);C.A.B.A.;1;8
1104;LUISONI ARTURO PEDRO MAYOR( S/N -00000);C.A.B.A.;1;9
1104;MARTINEZ ZUVIRIA GUSTAVO DR.(01201-01300);C.A.B.A.;1;10
1104;PY COMODORO( S/N -00000);C.A.B.A.;1;11
1104;QUARTINO J.N.INGENIERO AV(PUERTO)(S/N-00000);C.A.B.A.;1;12
1104;RAMOS MEJIA JOSE MARIA DR.AVDA.(01301-01700);C.A.B.A.;1;13
1104;SAN MARTIN(01201-01400);C.A.B.A.;1;14
1104;ZANNI PEDRO L. COMODORO(S/N -00000);C.A.B.A.;1;15
1105;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1106;BOUCHARD(00301-00800);C.A.B.A.;1;1
1106;MACACHA GUEMES(00000-00800);C.A.B.A.;1;2
1106;MADERO EDUARDO AVDA.(00001-01500);C.A.B.A.;1;3
1106;ROSALES AVDA.(00001-00400);C.A.B.A.;1;4
1107;ACHAVAL RODRIGUEZ TRISTAN DR.AV(1100-1600);C.A.B.A.;1;1
1107;AZOPARDO(00201-01600);C.A.B.A.;1;2
1107;BALBIN JOSE CELEDONIO.ZONA PUERTO(S/N-00000);C.A.B.A.;1;3
1107;BARILARI ATILIO SIXTO ALTE.(S/N-000000);C.A.B.A.;1;4
1107;BELGRANO AVDA.PUERTO(S/N-00000);C.A.B.A.;1;5
1107;BRASIL (ZONA PUERTO)( S/N -00000);C.A.B.A.;1;6
1107;CALABRIA (ZONA PUERTO)( S/N -00000);C.A.B.A.;1;7
1107;CANGALLO (ZONA PUERTO)( S/N -00000);C.A.B.A.;1;8
1107;CASTRO MANUEL ANTONIO(PUERTO)(S/N-00000);C.A.B.A.;1;9
1107;CORREA BENITO TTE DE FRAGATA(00901-01700);C.A.B.A.;1;10
1107;DAVILA ADOLFO (ZONA PUERTO)( S/N -00000);C.A.B.A.;1;11
1107;DE LOS ITALIANOS AV.(PUERTO)(S/N-00000);C.A.B.A.;1;12
1107;ESPANA AVDA.( S/N -00000);C.A.B.A.;1;13
1107;HUERGO INGENIERO AVDA.(00001-01600);C.A.B.A.;1;14
1107;LA RABIDA NORTE AVDA.( S/N -00000);C.A.B.A.;1;15
1107;LA RABIDA SUR AVDA.( S/N -00000);C.A.B.A.;1;16
1107;LAFONE QUEVEDO SAMUEL(PUERTO)(S/N-00000);C.A.B.A.;1;17
1107;LAVAYSSE BENJAMIN( S/N -00000);C.A.B.A.;1;18
1107;MITRE Y VEDIA BARTOLOME( S/N -00000);C.A.B.A.;1;19
1107;MORENO FRANCISCO P.(ZONA PUERTO)( S/N -00000);C.A.B.A.;1;20
1107;NOEL CARLOS M.INTENDENTE(PUERTO)(S/N-00000);C.A.B.A.;1;21
1107;RIBAS JOAQUIN ALFEREZ DE FRAGATA(S/N-00000);C.A.B.A.;1;22
1107;RIVADAVIA COMODORO( S/N -00000);C.A.B.A.;1;23
1107;JUANA MANSO(00001-01700);C.A.B.A.;1;24
1107;ENCARNACION EZCURRA(00301-00499);C.A.B.A.;1;25
1107;SALOTTI MARTHA(00302-00400);C.A.B.A.;1;26
1107;OLGA COSSETTINI(00001-01700);C.A.B.A.;1;27
1107;JULIETA LANTERI(01300-01400) ;C.A.B.A.;1;28
1107;AZUCENA VILLAFLOR (00001-00700);C.A.B.A.;1;29
1107;MOREAU DE JUSTO ALICIA(00001-02200);C.A.B.A.;1;30
1108;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1109;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1110;SAENZ PENA LUIS PTE.(00001-01200);C.A.B.A.;1;1
1111;AYACUCHO(00801-01500);C.A.B.A.;1;1
1112;AYACUCHO(01501-02200);C.A.B.A.;1;1
1112;DEL LIBERTADOR AVDA.(01001-01400);C.A.B.A.;1;2
1112;FIGUEROA ALCORTA PRESIDENTE AV(2001-2100);C.A.B.A.;1;3
1112;POSADAS(01501-01800);C.A.B.A.;1;4
1113;JUNIN(00801-02000);C.A.B.A.;1;1
1113;ORTIZ ROBERTO M. PRESIDENTE(01801-02000);C.A.B.A.;1;2
1114;URIBURU JOSE EVARISTO PRESIDENTE(00801-01800);C.A.B.A.;1;1
1115;AZCUENAGA(00801-01600);C.A.B.A.;1;1
1115;BARRIENTOS(01501-01600);C.A.B.A.;1;2
1116;JUNCAL(01801-02100);C.A.B.A.;1;1
1116;RIOBAMBA(00801-01300);C.A.B.A.;1;2
1117;BERUTI(02301-02500);C.A.B.A.;1;1
1117;LARREA(00801-01600);C.A.B.A.;1;2
1118;PUEYRREDON AVDA.(01001-01700);C.A.B.A.;1;1
1119;GUIDO(01801-02400);C.A.B.A.;1;1
1119;PUEYRREDON AVDA.(01701-02700);C.A.B.A.;1;2
1120;CORDOBA AVDA.(01801-02600);C.A.B.A.;1;1
1121;MANSILLA LUCIO NORBERTO GRAL.(02401-02500);C.A.B.A.;1;1
1121;PARAGUAY(01801-02500);C.A.B.A.;1;2
1122;ALVEAR MARCELO T. DE(01801-02500);C.A.B.A.;1;1
1123;SANTA FE AVDA.(01801-02500);C.A.B.A.;1;1
1124;ARENALES(01801-02500);C.A.B.A.;1;1
1125;FRENCH(02101-02500);C.A.B.A.;1;1
1125;JUNCAL(02101-02400);C.A.B.A.;1;2
1125;PENA(02301-02500);C.A.B.A.;1;3
1126;PACHECO DE MELO JOSE ANDRES(01801-02400);C.A.B.A.;1;1
1126;PENA(02001-02300);C.A.B.A.;1;2
1127;LAS HERAS GENERAL AVDA.(01801-02300);C.A.B.A.;1;1
1128;AZCUENAGA(01601-02100);C.A.B.A.;1;1
1128;CANTILO(01701-01800);C.A.B.A.;1;2
1128;LOPEZ VICENTE(01801-02300);C.A.B.A.;1;3
1129;ALVEAR AVDA.(01801-02200);C.A.B.A.;1;1
1129;QUINTANA PRESIDENTE AVDA.(00401-00600);C.A.B.A.;1;2
1129;SCHIAFFINO EDUARDO(02001-02200);C.A.B.A.;1;3
1130;15 DE NOVIEMBRE DE 1889(01101-01800);C.A.B.A.;1;1
1130;ECHAGUE PEDRO(01101-01800);C.A.B.A.;1;2
1130;RONDEAU(01501-01800);C.A.B.A.;1;3
1131;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1132;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1133;ENTRE RIOS AVDA.(01201-02000);C.A.B.A.;1;1
1134;ANTEQUERA(01701-01800);C.A.B.A.;1;1
1134;ENTRE RIOS AVDA.(02001-02200);C.A.B.A.;1;2
1134;FILIBERTO(01701-01800);C.A.B.A.;1;3
1134;MOMPOX(01601-01800);C.A.B.A.;1;4
1134;SOLIS(01201-02200);C.A.B.A.;1;5
1135;CEVALLOS VIRREY(01201-02100);C.A.B.A.;1;1
1135;SAENZ PENA LUIS PTE.(01201-02100);C.A.B.A.;1;2
1135;SANTA TERESA(01401-01500);C.A.B.A.;1;3
1135;VIRREY CEVALLOS(00000-00000);C.A.B.A.;1;4
1136;SAN JOSE(01201-02100);C.A.B.A.;1;1
1136;SANTIAGO DEL ESTERO(01201-02100);C.A.B.A.;1;2
1137;CIUDADELA(01101-01300);C.A.B.A.;1;1
1137;O BRIEN(01101-01300);C.A.B.A.;1;2
1137;SALTA(01201-02300);C.A.B.A.;1;3
1137;SASTRE PASAJE(01901-02000);C.A.B.A.;1;4
1137;VIEYRA(01901-02000);C.A.B.A.;1;5
1138;GIORELLO PABLO PASAJE( S/N -00000);C.A.B.A.;1;1
1138;IRIGOYEN BERNARDO DE(01201-01700);C.A.B.A.;1;2
1138;LIMA(01201-02000);C.A.B.A.;1;3
1139;TACUARI(01201-02100);C.A.B.A.;1;1
1140;CHACABUCO(01201-01600);C.A.B.A.;1;1
1140;PIEDRAS(01201-02000);C.A.B.A.;1;2
1141;BOLIVAR(01201-01900);C.A.B.A.;1;1
1141;ITUZAINGO(00501-00700);C.A.B.A.;1;2
1141;PERU(01201-01800);C.A.B.A.;1;3
1142;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1143;DEFENSA(01201-01900);C.A.B.A.;1;1
1143;FINOCHIETTO ENRIQUE DR.(00401-00800);C.A.B.A.;1;2
1143;USPALLATA(00401-00700);C.A.B.A.;1;3
1144;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1145;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1146;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1147;SAN JUAN AVDA.(00201-01200);C.A.B.A.;1;1
1148;COCHABAMBA(01401-01800);C.A.B.A.;1;1
1148;SAN JUAN AVDA.(01201-01800);C.A.B.A.;1;2
1149;CAPITAL FEDERAL 1;C.A.B.A.;1;0
1150;COCHABAMBA(00201-01400);C.A.B.A.;1;1
1151;CONSTITUCION(01001-01800);C.A.B.A.;1;1
1151;PAVON(01101-01800);C.A.B.A.;1;2
1152;CASEROS AVDA.(00401-02000);C.A.B.A.;1;1
1153;BALCARCE(01201-01500);C.A.B.A.;1;1
1153;GARAY JUAN DE AVDA.(00201-01800);C.A.B.A.;1;2
1154;BRASIL(00201-01800);C.A.B.A.;1;1
1154;HORNOS GENERAL(00001-00100);C.A.B.A.;1;2
1155;20 DE SEPTIEMBRE(00001-00400);C.A.B.A.;1;1
1155;BLANES JUAN MANUEL(00001-00500);C.A.B.A.;1;2
1155;BROWN ALTE. AVDA.(00001-00800);C.A.B.A.;1;3
1155;GALVEZ MANUEL(00101-00300);C.A.B.A.;1;4
1155;PEREZ GALDOS BENITO(00001-00400);C.A.B.A.;1;5
1155;PI Y MARGALL(00601-00800);C.A.B.A.;1;6
1155;PILCOMAYO(00701-00800);C.A.B.A.;1;7
1155;GERMAN ABDALA(00000-00200);C.A.B.A.;1;8
1156;BRAUN MENENDEZ EDUARDO DR.(00101-00500);C.A.B.A.;1;1
1156;D ESPOSITO ARNALDO(00101-00300);C.A.B.A.;1;2
1156;DON PEDRO DE MENDOZA AV.(00001-01600);C.A.B.A.;1;3
1156;GUSTAVINO ENRIQUE(00301-00600);C.A.B.A.;1;4
1156;JUSTO AGUSTIN P. GENERAL(00501-00600);C.A.B.A.;1;5
1156;LIBERTI TOMAS(00101-00400);C.A.B.A.;1;6
1156;MENDOZA DON PEDRO DE AVDA.(00000-00000);C.A.B.A.;1;7
1156;VICTORICA MIGUEL CARLOS(00101-00300);C.A.B.A.;1;8
1156;ZONZA BRIANO PEDRO(00101-00200);C.A.B.A.;1;9
1157;ARZOBISPO ESPINOSA(00001-00400);C.A.B.A.;1;1
1157;CABOTO(00101-01500);C.A.B.A.;1;2
1157;CAFFARENA AGUSTIN R.(00001-00200);C.A.B.A.;1;3
1157;GUALEGUAY(00001-00400);C.A.B.A.;1;4
1158;BRIN MINISTRO(00401-01500);C.A.B.A.;1;1
1158;NECOCHEA(00001-01500);C.A.B.A.;1;2
1159;AYOLAS(00401-00500);C.A.B.A.;1;1
1159;BROWN ALTE. AVDA.(00801-01500);C.A.B.A.;1;2
1159;CAFFERATA FRANCISCO( S/N -00000);C.A.B.A.;1;3
1159;RODRIGUEZ MARTIN(00401-01200);C.A.B.A.;1;4
1160;CAMINITO( S/N -00000);C.A.B.A.;1;1
1160;DEL VALLE IBERLUCEA ENRIQUE DR(601-1300);C.A.B.A.;1;2
1160;PALOS(00201-00900);C.A.B.A.;1;3
1160;VALLE ARISTOBULO DEL(00001-00300);C.A.B.A.;1;4
1160;VILLAFANE WENCESLAO(00001-00900);C.A.B.A.;1;5
1160;ZOLEZZI ANTONIO L.(00001-00300);C.A.B.A.;1;6
1161;BRANDSEN(00001-01200);C.A.B.A.;1;1
1161;PINZON(00001-01200);C.A.B.A.;1;2
1161;VALLE ARISTOBULO DEL(00301-00900);C.A.B.A.;1;3
1162;MOUSSY(00901-01100);C.A.B.A.;1;1
1162;OLAVARRIA(00001-01200);C.A.B.A.;1;2
1162;PRACTICO POLIZA(00901-01100);C.A.B.A.;1;3
1162;SUAREZ(00001-01200);C.A.B.A.;1;4
1163;ALVAR NUNEZ(00001-00500);C.A.B.A.;1;1
1163;IRALA(00001-01100);C.A.B.A.;1;2
1163;MELO CARLOS F.(00001-00900);C.A.B.A.;1;3
1163;PILCOMAYO(01001-01200);C.A.B.A.;1;4
1164;HERNANDARIAS(00501-02100);C.A.B.A.;1;1
1164;IRALA(01101-02100);C.A.B.A.;1;2
1165;ARZOBISPO ESPINOSA(01001-01200);C.A.B.A.;1;1
1165;GARCIA MARTIN AVDA.(00101-00400);C.A.B.A.;1;2
1165;GUALEGUAY(01001-01200);C.A.B.A.;1;3
1165;HERNANDARIAS(00101-00500);C.A.B.A.;1;4
1165;LIBERTI TOMAS(01001-01200);C.A.B.A.;1;5
1165;PI Y MARGALL(01001-01200);C.A.B.A.;1;6
1165;VALLE ARISTOBULO DEL(00901-01200);C.A.B.A.;1;7
1165;VILLAFANE WENCESLAO(00901-01200);C.A.B.A.;1;8
1166;ARAOZ DE LA MADRID GREGORIO GRAL(00101-01200);C.A.B.A.;1;1
1166;LAMADRID(VER ARAOZ DE LAMADRID GREGORIO GRAL);C.A.B.A.;1;2
1166;MAGALLANES(00801-01300);C.A.B.A.;1;3
1166;ROCHA(00801-01300);C.A.B.A.;1;4
1167;ALVARADO(00601-01300);C.A.B.A.;1;1
1167;AUSTRALIA(00701-01300);C.A.B.A.;1;2
1167;GARIBALDI(01301-02200);C.A.B.A.;1;3
1167;PADRE FEDERICO GROTE(00601-00800);C.A.B.A.;1;4
1167;SALVADORES CORONEL(00601-01300);C.A.B.A.;1;5
1167;DR. ALFREDO PALACIOS(00601-01400);C.A.B.A.;1;6
1167;BENITO QUINQUELA MARTIN(00701-01300);C.A.B.A.;1;7
1168;CALIFORNIA(00601-01300);C.A.B.A.;1;1
1168;CARBONARI FRANCISCO COMANDANTE(01601-02000);C.A.B.A.;1;2
1168;CERRI DANIEL GRAL.(00601-01300);C.A.B.A.;1;3
1168;RIO CUARTO(01001-01300);C.A.B.A.;1;4
1169;DON PEDRO DE MENDOZA AV.(01601-03400);C.A.B.A.;1;1
1169;MENDOZA DON PEDRO DE AVDA.(00000-00000);C.A.B.A.;1;2
1169;PARKER(00001-00100);C.A.B.A.;1;3
1169;VESPUCIO(00001-00600);C.A.B.A.;1;4
1170;24 DE NOVIEMBRE(00001-00500);C.A.B.A.;1;1
1170;ANCHORENA TOMAS MANUEL DE DOCTOR(00001-01100);C.A.B.A.;1;2
1171;AGUERO(00001-01100);C.A.B.A.;1;1
1171;ESPARZA(00001-00100);C.A.B.A.;1;2
1171;ZELAYA(03001-03200);C.A.B.A.;1;3
1172;CARCOVA DE LA(03501-03600);C.A.B.A.;1;1
1172;GALLO(00001-01200);C.A.B.A.;1;2
1172;GORRITI(03401-04200);C.A.B.A.;1;3
